"SITE","SITE_CODE","NOTES","continent","country","region","managed","burned","grazed","anthropogenic","habitat","elevation","latitude","longitude","experiment_type","block","plot","trt","first_nutrient_year","species","family","group","cover_1","surveyor_1","date_1","cover_2","surveyor_2","date_2","cover_3","surveyor_3","date_3","cover_4","surveyor_4","date_4"
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Crepis aurea","Asteraceae","Non-Graminoid",1,"ATC","03/07/2023",16,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Festuca rubra","Poaceae","Graminoid",4,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Leontodon hispidus","Asteraceae","Non-Graminoid",3,"ATC","03/07/2023",4,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Phyteuma orbiculare","Campanulaceae","Non-Graminoid",7,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Poa supina","Poaceae","Graminoid",5,"ATC","03/07/2023",3,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Potentilla aurea","Rosaceae","Non-Graminoid",9,"ATC","03/07/2023",9,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Prunella vulgaris","Lamiaceae","Non-Graminoid",2,"ATC","03/07/2023",6,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Ranunculus montanus","Ranunculaceae","Non-Graminoid",2,"ATC","03/07/2023",5,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Rhinanthus minor","Orobanchaceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Soldanella alpina","Primulaceae","Non-Graminoid",0,NA,NA,2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Taraxacum sect. Taraxacum","Asteraceae","Non-Graminoid",1,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Thymus","Lamiaceae","Non-Graminoid",7,"ATC","03/07/2023",6,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Trifolium pratense","Fabaceae","Non-Graminoid",2,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Veronica chamaedrys","Plantaginaceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",1,4,"Control","2024","Veronica serpyllifolia","Plantaginaceae","Non-Graminoid",2,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Alchemilla","Rosaceae","Non-Graminoid",29,"ATC","03/07/2023",28,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Carex capillaris","Cyperaceae","Graminoid",1,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Carex digitata","Cyperaceae","Graminoid",1,"ATC","03/07/2023",8,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Carex ferruginea","Cyperaceae","Graminoid",5,"ATC","03/07/2023",5,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Carex flava","Cyperaceae","Graminoid",2,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Carex sempervirens","Cyperaceae","Graminoid",0,NA,NA,5,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Carex umbrosa","Cyperaceae","Graminoid",2,"ATC","03/07/2023",7,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Cerastium holosteoides","Caryophyllaceae","Non-Graminoid",1,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Crepis aurea","Asteraceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Epilobium anagallidifolium","Onagraceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Festuca rubra","Poaceae","Graminoid",4,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Gentiana clusii","Gentianaceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Gentiana cruciata","Gentianaceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Lotus alpinus","Fabaceae","Non-Graminoid",4,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Phleum alpinum","Poaceae","Graminoid",0,NA,NA,3,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Plantago media","Plantaginaceae","Non-Graminoid",2,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Poa supina","Poaceae","Graminoid",2,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Potentilla aurea","Rosaceae","Non-Graminoid",5,"ATC","03/07/2023",6,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Prunella vulgaris","Lamiaceae","Non-Graminoid",1,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Ranunculus montanus","Ranunculaceae","Non-Graminoid",1,"ATC","03/07/2023",3,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Ranunculus repens","Ranunculaceae","Non-Graminoid",0,NA,NA,6,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Rhinanthus minor","Orobanchaceae","Non-Graminoid",0,NA,NA,2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Soldanella alpina","Primulaceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Taraxacum sect. Taraxacum","Asteraceae","Non-Graminoid",1,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Trifolium pratense","Fabaceae","Non-Graminoid",2,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Trifolium repens","Fabaceae","Non-Graminoid",1,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Veronica chamaedrys","Plantaginaceae","Non-Graminoid",2,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,7,"Control","2024","Veronica serpyllifolia","Plantaginaceae","Non-Graminoid",1,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Achillea millefolium","Asteraceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Alchemilla","Rosaceae","Non-Graminoid",28,"ATC","03/07/2023",28,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Alchemilla conjuncta","Rosaceae","Non-Graminoid",0,NA,NA,3,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Campanula scheuchzeri","Campanulaceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Carex capillaris","Cyperaceae","Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Carex digitata","Cyperaceae","Graminoid",1,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Carex ferruginea","Cyperaceae","Graminoid",5,"ATC","03/07/2023",6,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Carex flava","Cyperaceae","Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Carex sempervirens","Cyperaceae","Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Cerastium holosteoides","Caryophyllaceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Crepis aurea","Asteraceae","Non-Graminoid",1,"ATC","03/07/2023",3,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Festuca rubra","Poaceae","Graminoid",4,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Galium anisophyllon","Rubiaceae","Non-Graminoid",2,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Helleborus niger","Ranunculaceae","Non-Graminoid",4,"ATC","03/07/2023",6,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Hippocrepis","Fabaceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Lotus alpinus","Fabaceae","Non-Graminoid",2,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Phyteuma orbiculare","Campanulaceae","Non-Graminoid",2,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Poa supina","Poaceae","Graminoid",3,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Polygala vulgaris","Polygalaceae","Non-Graminoid",2,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Potentilla aurea","Rosaceae","Non-Graminoid",6,"ATC","03/07/2023",9,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Primula elatior","Primulaceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Prunella vulgaris","Lamiaceae","Non-Graminoid",1,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Ranunculus acris","Ranunculaceae","Non-Graminoid",0,NA,NA,2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Ranunculus bulbosus","Ranunculaceae","Non-Graminoid",3,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Ranunculus repens","Ranunculaceae","Non-Graminoid",0,NA,NA,2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Rhinanthus minor","Orobanchaceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Soldanella alpina","Primulaceae","Non-Graminoid",1,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Taraxacum sect. Taraxacum","Asteraceae","Non-Graminoid",2,"ATC","03/07/2023",4,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Veronica chamaedrys","Plantaginaceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",2,8,"Control","2024","Veronica serpyllifolia","Plantaginaceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Alchemilla","Rosaceae","Non-Graminoid",30,"ATC","03/07/2023",22,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Campanula scheuchzeri","Campanulaceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Carex digitata","Cyperaceae","Graminoid",2,"ATC","03/07/2023",8,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Carex ferruginea","Cyperaceae","Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Cerastium holosteoides","Caryophyllaceae","Non-Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Crepis aurea","Asteraceae","Non-Graminoid",21,"ATC","03/07/2023",27,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Festuca rubra","Poaceae","Graminoid",3,"ATC","03/07/2023",6,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Galium anisophyllon","Rubiaceae","Non-Graminoid",2,"ATC","03/07/2023",4,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Hippocrepis","Fabaceae","Non-Graminoid",0,NA,NA,5,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Lotus alpinus","Fabaceae","Non-Graminoid",2,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Phleum alpinum","Poaceae","Graminoid",0,NA,NA,1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Pilosella officinarum","Asteraceae","Non-Graminoid",1,"ATC","03/07/2023",0,NA,NA,NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Poa supina","Poaceae","Graminoid",1,"ATC","03/07/2023",5,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Potentilla aurea","Rosaceae","Non-Graminoid",4,"ATC","03/07/2023",7,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Primula elatior","Primulaceae","Non-Graminoid",2,"ATC","03/07/2023",1,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
"Stoderzinken","stzk.at.dragnet",NA,"Europe","AT","Europe","1","0","1","1","grassland",1762,47.456123,13.814147,"Experimental (Nutrients Only)",3,9,"Control","2024","Prunella vulgaris","Lamiaceae","Non-Graminoid",1,"ATC","03/07/2023",2,"MS","03/07/2023",NA,NA,NA,NA,NA,NA
